No,ID,Word/Phrase,POS (Old),POS (New),English Meaning (Old),English Meaning (New),Thai Meaning (Old),Thai Meaning (New),Status,Audit Notes / Reason
1007,ox_devote_to,devote to,noun,phrasal verb,Give one's time or effort to (a person or purpose),"to give one's time, effort, or resources entirely to a person or purpose",อุทิศตนให้ / ทุ่มเทให้กับ,"อุทิศตนให้, ทุ่มเทให้กับ",MODIFIED,แก้ไขชนิดของคำ POS จาก noun เป็น phrasal verb
1008,ox_diagram,diagram,noun,noun,"A simplified drawing showing the appearance, structure, or workings of something; a schematic representation","A simplified drawing showing the appearance, structure, or workings of something; a schematic representation",แผนภาพ,แผนภาพ,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1009,ox_diamond,diamond,noun,noun,"A precious stone consisting of a clear and typically colorless crystalline form of pure carbon, the hardest naturally occurring substance","A precious stone consisting of a clear and typically colorless crystalline form of pure carbon, the hardest naturally occurring substance",เพชร,เพชร,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1010,ox_diary,diary,noun,noun,A book in which one keeps a daily record of events and experiences,A book in which one keeps a daily record of events and experiences,ไดอารี่,ไดอารี่,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1011,ox_dictionary,dictionary,noun,noun,"A book or electronic resource that lists the words of a language (typically in alphabetical order) and gives their meaning, or gives the equivalent words in a different language","A book or electronic resource that lists the words of a language (typically in alphabetical order) and gives their meaning, or gives the equivalent words in a different language",พจนานุกรม,พจนานุกรม,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1012,ox_die,die,verb,verb,Stop living,Stop living,ตาย,ตาย,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1013,ox_die_away,die away,noun,phrasal verb,Gradually diminish in sound or intensity,to become gradually quieter or weaker until it stops completely,(เสียง) ค่อยๆ แผ่วจางหายไป,(เสียง/ลม) ค่อยๆ เบาลงจนเงียบหายไป,MODIFIED,แก้ไขชนิดของคำ POS จาก noun เป็น phrasal verb
1014,ox_die_out,die out,noun,phrasal verb,Become extinct,to become extinct; to disappear completely over time,สูญพันธุ์ / หมดสิ้นไป,"สูญพันธุ์, สาบสูญ/หมดสิ้นไป",MODIFIED,แก้ไขชนิดของคำ POS จาก noun เป็น phrasal verb
1015,ox_diet,diet,noun,noun,"The kinds of food that a person, animal, or community habitually eats","The kinds of food that a person, animal, or community habitually eats",อาหาร,อาหาร,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1016,ox_difference,difference,noun,noun,A point or way in which people or things are not the same,A point or way in which people or things are not the same,ความแตกต่าง,ความแตกต่าง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1017,ox_different,different,adjective,adjective,Not the same as another or each other,Not the same as another or each other,แตกต่าง,แตกต่าง,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1018,ox_differently,differently,adverb,adverb,In a way that is not the same,In a way that is not the same,แตกต่างกัน,แตกต่างกัน,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1019,ox_difficult,difficult,adjective,adjective,"Needing much effort or skill to accomplish, deal with, or understand","Needing much effort or skill to accomplish, deal with, or understand",ยาก,ยาก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1020,ox_difficulty,difficulty,noun,noun,The state or condition of being difficult,The state or condition of being difficult,ความยากลำบาก,ความยากลำบาก,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
1021,ox_dig,dig,verb,verb,"Break up and move earth with a tool or machine, or with hands, paws, snout, etc.","Break up and move earth with a tool or machine, or with hands, paws, snout, etc.",ขุด,ขุด,CORRECT,ถูกต้องตามหลักไวยากรณ์และความหมาย
